id,sleepday,totalsleeprecords,totalminutesasleep,totaltimeinbed,weekday,total_minutes_asleep_hours,total_time_in_bed_hours
4702921684,2016-04-15,1,253,257,Friday,4.216666666666667,4.283333333333333
4702921684,2016-04-16,2,382,406,Saturday,6.366666666666666,6.766666666666667
4702921684,2016-04-17,1,591,612,Sunday,9.85,10.2
4702921684,2016-04-18,1,293,312,Monday,4.883333333333334,5.2
4702921684,2016-04-19,1,457,487,Tuesday,7.616666666666666,8.116666666666667
4702921684,2016-04-20,1,454,468,Wednesday,7.566666666666666,7.8
4702921684,2016-04-21,1,425,434,Thursday,7.083333333333333,7.233333333333333
4702921684,2016-04-23,1,465,475,Saturday,7.75,7.916666666666667
4702921684,2016-04-24,1,480,506,Sunday,8.0,8.433333333333334
4702921684,2016-04-25,1,370,380,Monday,6.166666666666667,6.333333333333333
4702921684,2016-04-26,1,421,429,Tuesday,7.016666666666667,7.15
4702921684,2016-04-27,1,432,449,Wednesday,7.2,7.483333333333333
4702921684,2016-04-28,1,442,461,Thursday,7.366666666666666,7.683333333333334
4702921684,2016-04-29,1,433,447,Friday,7.216666666666667,7.45
4702921684,2016-04-30,1,479,501,Saturday,7.983333333333333,8.35
4702921684,2016-05-03,1,327,373,Tuesday,5.45,6.216666666666667
4702921684,2016-05-04,1,412,434,Wednesday,6.866666666666666,7.233333333333333
4702921684,2016-05-05,1,414,428,Thursday,6.9,7.133333333333334
4702921684,2016-05-06,1,404,449,Friday,6.733333333333333,7.483333333333333
4702921684,2016-05-07,1,520,543,Saturday,8.666666666666666,9.05
4702921684,2016-05-07,1,520,543,Saturday,8.666666666666666,9.05
4702921684,2016-05-09,1,435,458,Monday,7.25,7.633333333333334
4702921684,2016-05-10,1,416,431,Tuesday,6.933333333333334,7.183333333333334
4702921684,2016-05-11,1,354,366,Wednesday,5.9,6.1
4702921684,2016-05-12,1,404,442,Thursday,6.733333333333333,7.366666666666666
5553957443,2016-04-12,1,441,464,Tuesday,7.35,7.733333333333333
5553957443,2016-04-13,2,455,488,Wednesday,7.583333333333333,8.133333333333333
5553957443,2016-04-14,1,357,418,Thursday,5.95,6.966666666666667
5553957443,2016-04-15,1,377,409,Friday,6.283333333333333,6.816666666666666
5553957443,2016-04-16,2,651,686,Saturday,10.85,11.433333333333334
5553957443,2016-04-17,1,350,402,Sunday,5.833333333333333,6.7
5553957443,2016-04-18,2,520,541,Monday,8.666666666666666,9.016666666666667
5553957443,2016-04-19,1,357,410,Tuesday,5.95,6.833333333333333
5553957443,2016-04-20,1,658,678,Wednesday,10.966666666666667,11.3
5553957443,2016-04-21,1,399,431,Thursday,6.65,7.183333333333334
5553957443,2016-04-22,1,322,353,Friday,5.366666666666666,5.883333333333334
5553957443,2016-04-23,2,631,725,Saturday,10.516666666666667,12.083333333333334
5553957443,2016-04-24,2,553,640,Sunday,9.216666666666667,10.666666666666666
5553957443,2016-04-25,1,433,468,Monday,7.216666666666667,7.8
5553957443,2016-04-26,1,412,453,Tuesday,6.866666666666666,7.55
5553957443,2016-04-27,1,347,391,Wednesday,5.783333333333333,6.516666666666667
5553957443,2016-04-28,1,421,457,Thursday,7.016666666666667,7.616666666666666
5553957443,2016-04-29,1,450,495,Friday,7.5,8.25
5553957443,2016-04-30,2,775,843,Saturday,12.916666666666666,14.05
5553957443,2016-05-01,2,622,686,Sunday,10.366666666666667,11.433333333333334
5553957443,2016-05-02,1,409,471,Monday,6.816666666666666,7.85
5553957443,2016-05-03,1,380,429,Tuesday,6.333333333333333,7.15
5553957443,2016-05-04,1,447,470,Wednesday,7.45,7.833333333333333
5553957443,2016-05-05,1,419,464,Thursday,6.983333333333333,7.733333333333333
5553957443,2016-05-06,1,400,434,Friday,6.666666666666667,7.233333333333333
5553957443,2016-05-07,1,442,470,Saturday,7.366666666666666,7.833333333333333
5553957443,2016-05-08,1,568,608,Sunday,9.466666666666667,10.133333333333333
5553957443,2016-05-09,1,453,494,Monday,7.55,8.233333333333333
5553957443,2016-05-10,1,418,443,Tuesday,6.966666666666667,7.383333333333334
5553957443,2016-05-11,1,463,486,Wednesday,7.716666666666667,8.1
5553957443,2016-05-12,1,438,475,Thursday,7.3,7.916666666666667
5577150313,2016-04-12,1,419,438,Tuesday,6.983333333333333,7.3
5577150313,2016-04-13,1,432,458,Wednesday,7.2,7.633333333333334
5577150313,2016-04-14,1,477,497,Thursday,7.95,8.283333333333333
5577150313,2016-04-15,1,392,413,Friday,6.533333333333333,6.883333333333334
5577150313,2016-04-16,1,406,445,Saturday,6.766666666666667,7.416666666666667
5577150313,2016-04-17,1,549,583,Sunday,9.15,9.716666666666667
5577150313,2016-04-18,1,527,553,Monday,8.783333333333333,9.216666666666667
5577150313,2016-04-19,1,449,465,Tuesday,7.483333333333333,7.75
5577150313,2016-04-20,1,447,480,Wednesday,7.45,8.0
5577150313,2016-04-21,1,414,437,Thursday,6.9,7.283333333333333
5577150313,2016-04-22,1,338,366,Friday,5.633333333333334,6.1
5577150313,2016-04-23,1,384,402,Saturday,6.4,6.7
5577150313,2016-04-24,1,543,615,Sunday,9.05,10.25
5577150313,2016-04-25,1,421,461,Monday,7.016666666666667,7.683333333333334
5577150313,2016-04-26,1,354,377,Tuesday,5.9,6.283333333333333
5577150313,2016-04-27,1,424,452,Wednesday,7.066666666666666,7.533333333333333
5577150313,2016-04-28,1,361,372,Thursday,6.016666666666667,6.2
5577150313,2016-04-29,1,459,485,Friday,7.65,8.083333333333334
5577150313,2016-04-30,1,412,433,Saturday,6.866666666666666,7.216666666666667
5577150313,2016-05-01,1,379,398,Sunday,6.316666666666666,6.633333333333334
5577150313,2016-05-02,2,525,553,Monday,8.75,9.216666666666667
5577150313,2016-05-03,1,508,543,Tuesday,8.466666666666667,9.05
5577150313,2016-05-04,1,603,634,Wednesday,10.05,10.566666666666666
5577150313,2016-05-05,1,74,78,Thursday,1.2333333333333334,1.3
5577150313,2016-05-10,1,504,562,Tuesday,8.4,9.366666666666667
5577150313,2016-05-11,1,431,476,Wednesday,7.183333333333334,7.933333333333334
6117666160,2016-04-16,1,380,398,Saturday,6.333333333333333,6.633333333333334
6117666160,2016-04-17,2,336,350,Sunday,5.6,5.833333333333333
6117666160,2016-04-18,2,493,510,Monday,8.216666666666667,8.5
6117666160,2016-04-19,1,465,492,Tuesday,7.75,8.2
6117666160,2016-04-20,1,474,502,Wednesday,7.9,8.366666666666667
6117666160,2016-04-21,1,508,550,Thursday,8.466666666666667,9.166666666666666
6117666160,2016-04-22,1,480,546,Friday,8.0,9.1
6117666160,2016-04-23,1,492,539,Saturday,8.2,8.983333333333333
6117666160,2016-04-24,1,353,367,Sunday,5.883333333333334,6.116666666666666
6117666160,2016-04-27,1,542,557,Wednesday,9.033333333333333,9.283333333333333
6117666160,2016-04-28,1,393,416,Thursday,6.55,6.933333333333334
6117666160,2016-04-29,1,600,636,Friday,10.0,10.6
6117666160,2016-05-01,1,507,575,Sunday,8.45,9.583333333333334
6117666160,2016-05-05,1,392,415,Thursday,6.533333333333333,6.916666666666667
6117666160,2016-05-06,2,658,698,Friday,10.966666666666667,11.633333333333333
6117666160,2016-05-07,2,498,507,Saturday,8.3,8.45
6117666160,2016-05-08,1,555,603,Sunday,9.25,10.05
6117666160,2016-05-09,1,492,522,Monday,8.2,8.7
6775888955,2016-04-13,1,235,260,Wednesday,3.9166666666666665,4.333333333333333
6775888955,2016-04-14,1,423,441,Thursday,7.05,7.35
6775888955,2016-04-15,1,391,406,Friday,6.516666666666667,6.766666666666667
6962181067,2016-04-12,1,366,387,Tuesday,6.1,6.45
6962181067,2016-04-13,3,630,679,Wednesday,10.5,11.316666666666666
6962181067,2016-04-14,2,508,535,Thursday,8.466666666666667,8.916666666666666
6962181067,2016-04-15,1,370,386,Friday,6.166666666666667,6.433333333333334
6962181067,2016-04-16,1,357,366,Saturday,5.95,6.1
6962181067,2016-04-17,1,427,446,Sunday,7.116666666666666,7.433333333333334
6962181067,2016-04-18,1,442,458,Monday,7.366666666666666,7.633333333333334
6962181067,2016-04-19,1,476,535,Tuesday,7.933333333333334,8.916666666666666
6962181067,2016-04-20,1,418,424,Wednesday,6.966666666666667,7.066666666666666
6962181067,2016-04-21,1,451,457,Thursday,7.516666666666667,7.616666666666666
6962181067,2016-04-22,1,425,435,Friday,7.083333333333333,7.25
6962181067,2016-04-23,1,528,546,Saturday,8.8,9.1
6962181067,2016-04-24,1,511,514,Sunday,8.516666666666667,8.566666666666666
6962181067,2016-04-25,1,400,415,Monday,6.666666666666667,6.916666666666667
6962181067,2016-04-26,1,441,446,Tuesday,7.35,7.433333333333334
6962181067,2016-04-27,1,455,467,Wednesday,7.583333333333333,7.783333333333333
6962181067,2016-04-28,1,440,453,Thursday,7.333333333333333,7.55
6962181067,2016-04-29,1,433,447,Friday,7.216666666666667,7.45
6962181067,2016-04-30,1,422,424,Saturday,7.033333333333333,7.066666666666666
6962181067,2016-05-01,1,411,426,Sunday,6.85,7.1
6962181067,2016-05-02,1,466,482,Monday,7.766666666666667,8.033333333333333
6962181067,2016-05-03,1,394,418,Tuesday,6.566666666666666,6.966666666666667
6962181067,2016-05-04,1,442,455,Wednesday,7.366666666666666,7.583333333333333
6962181067,2016-05-05,1,467,491,Thursday,7.783333333333333,8.183333333333334
6962181067,2016-05-06,1,443,462,Friday,7.383333333333334,7.7
6962181067,2016-05-07,1,298,334,Saturday,4.966666666666667,5.566666666666666
6962181067,2016-05-08,1,541,569,Sunday,9.016666666666667,9.483333333333333
6962181067,2016-05-09,1,489,497,Monday,8.15,8.283333333333333
6962181067,2016-05-10,1,469,481,Tuesday,7.816666666666666,8.016666666666667
6962181067,2016-05-11,1,452,480,Wednesday,7.533333333333333,8.0
6962181067,2016-05-12,1,516,535,Thursday,8.6,8.916666666666666
7007744171,2016-04-16,1,79,82,Saturday,1.3166666666666667,1.3666666666666667
7007744171,2016-05-01,1,58,61,Sunday,0.9666666666666667,1.0166666666666666
7086361926,2016-04-12,1,514,525,Tuesday,8.566666666666666,8.75
7086361926,2016-04-13,1,451,465,Wednesday,7.516666666666667,7.75
7086361926,2016-04-14,1,472,476,Thursday,7.866666666666666,7.933333333333334
7086361926,2016-04-15,1,377,386,Friday,6.283333333333333,6.433333333333334
7086361926,2016-04-19,1,472,483,Tuesday,7.866666666666666,8.05
7086361926,2016-04-20,1,492,502,Wednesday,8.2,8.366666666666667
7086361926,2016-04-21,1,390,411,Thursday,6.5,6.85
7086361926,2016-04-22,1,428,448,Friday,7.133333333333334,7.466666666666667
7086361926,2016-04-24,1,681,704,Sunday,11.35,11.733333333333333
7086361926,2016-04-25,1,446,447,Monday,7.433333333333334,7.45
7086361926,2016-04-26,1,485,500,Tuesday,8.083333333333334,8.333333333333334
7086361926,2016-04-27,1,469,479,Wednesday,7.816666666666666,7.983333333333333
7086361926,2016-04-28,1,354,367,Thursday,5.9,6.116666666666666
7086361926,2016-04-30,1,485,489,Saturday,8.083333333333334,8.15
7086361926,2016-05-01,1,388,407,Sunday,6.466666666666667,6.783333333333333
7086361926,2016-05-02,1,440,459,Monday,7.333333333333333,7.65
7086361926,2016-05-03,1,456,461,Tuesday,7.6,7.683333333333334
7086361926,2016-05-04,1,420,436,Wednesday,7.0,7.266666666666667
7086361926,2016-05-06,1,322,333,Friday,5.366666666666666,5.55
7086361926,2016-05-07,1,530,548,Saturday,8.833333333333334,9.133333333333333
7086361926,2016-05-08,1,481,510,Sunday,8.016666666666667,8.5
7086361926,2016-05-09,1,427,438,Monday,7.116666666666666,7.3
7086361926,2016-05-11,1,451,463,Wednesday,7.516666666666667,7.716666666666667
7086361926,2016-05-12,1,444,457,Thursday,7.4,7.616666666666666
8053475328,2016-04-20,1,486,493,Wednesday,8.1,8.216666666666667
8053475328,2016-04-23,1,331,337,Saturday,5.516666666666667,5.616666666666666
8053475328,2016-05-07,1,74,75,Saturday,1.2333333333333334,1.25
8378563200,2016-04-12,1,338,356,Tuesday,5.633333333333334,5.933333333333334
8378563200,2016-04-13,2,447,487,Wednesday,7.45,8.116666666666667
8378563200,2016-04-14,1,424,455,Thursday,7.066666666666666,7.583333333333333
8378563200,2016-04-15,1,513,533,Friday,8.55,8.883333333333333
8378563200,2016-04-16,2,611,689,Saturday,10.183333333333334,11.483333333333333
8378563200,2016-04-17,2,525,591,Sunday,8.75,9.85
8378563200,2016-04-18,1,398,451,Monday,6.633333333333334,7.516666666666667
8378563200,2016-04-19,1,387,421,Tuesday,6.45,7.016666666666667
8378563200,2016-04-20,1,381,409,Wednesday,6.35,6.816666666666666
8378563200,2016-04-21,1,396,417,Thursday,6.6,6.95
8378563200,2016-04-22,1,441,469,Friday,7.35,7.816666666666666
8378563200,2016-04-23,1,565,591,Saturday,9.416666666666666,9.85
8378563200,2016-04-24,1,458,492,Sunday,7.633333333333334,8.2
8378563200,2016-04-25,1,388,402,Monday,6.466666666666667,6.7
8378563200,2016-04-25,1,388,402,Monday,6.466666666666667,6.7
8378563200,2016-04-26,1,550,584,Tuesday,9.166666666666666,9.733333333333333
8378563200,2016-04-27,1,531,600,Wednesday,8.85,10.0
8378563200,2016-04-28,1,506,556,Thursday,8.433333333333334,9.266666666666667
8378563200,2016-04-29,1,527,562,Friday,8.783333333333333,9.366666666666667
8378563200,2016-04-30,1,468,555,Saturday,7.8,9.25
8378563200,2016-05-01,1,475,539,Sunday,7.916666666666667,8.983333333333333
8378563200,2016-05-02,1,351,385,Monday,5.85,6.416666666666667
8378563200,2016-05-03,1,405,429,Tuesday,6.75,7.15
8378563200,2016-05-04,1,441,477,Wednesday,7.35,7.95
8378563200,2016-05-05,1,381,417,Thursday,6.35,6.95
8378563200,2016-05-06,1,323,355,Friday,5.383333333333334,5.916666666666667
8378563200,2016-05-07,2,459,513,Saturday,7.65,8.55
8378563200,2016-05-08,1,545,606,Sunday,9.083333333333334,10.1
8378563200,2016-05-09,1,359,399,Monday,5.983333333333333,6.65
8378563200,2016-05-10,1,342,391,Tuesday,5.7,6.516666666666667
8378563200,2016-05-11,1,368,387,Wednesday,6.133333333333334,6.45
8378563200,2016-05-12,1,496,546,Thursday,8.266666666666667,9.1
8792009665,2016-04-12,1,458,493,Tuesday,7.633333333333334,8.216666666666667
8792009665,2016-04-13,1,531,552,Wednesday,8.85,9.2
8792009665,2016-04-14,1,486,503,Thursday,8.1,8.383333333333333
8792009665,2016-04-15,1,363,377,Friday,6.05,6.283333333333333
8792009665,2016-04-20,1,528,547,Wednesday,8.8,9.116666666666667
8792009665,2016-04-22,1,391,407,Friday,6.516666666666667,6.783333333333333
8792009665,2016-04-23,1,339,360,Saturday,5.65,6.0
8792009665,2016-04-27,1,423,428,Wednesday,7.05,7.133333333333334
8792009665,2016-04-28,1,402,416,Thursday,6.7,6.933333333333334
8792009665,2016-04-29,1,398,406,Friday,6.633333333333334,6.766666666666667
8792009665,2016-04-30,1,343,360,Saturday,5.716666666666667,6.0
8792009665,2016-05-01,1,503,527,Sunday,8.383333333333333,8.783333333333333
8792009665,2016-05-02,1,415,423,Monday,6.916666666666667,7.05
8792009665,2016-05-03,1,516,545,Tuesday,8.6,9.083333333333334
8792009665,2016-05-04,1,439,463,Wednesday,7.316666666666666,7.716666666666667
